Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
5.88,0,0.024937792,9,148.4392,5,2002,,1,1,2087.9488
10.695,1,0.060654268,2,174.7712,4,2004,0.0,1,1,3339.6528
20.25,0,0.025953257,9,179.5976,6,1997,0.0,0,1,2535.3664
8.05,1,0.07884393,6,257.0646,2,2007,,1,1,8760.5964
11.65,0,0.033851785,12,112.186,4,2004,0.0,1,1,1018.674
19.35,0,0.118342285,13,222.6088,5,2002,,1,1,1789.6704
7.235,0,0.058121214,13,115.8834,4,2004,0.0,1,1,1382.2008
12.15,0,0.015457803,5,209.9928,4,2004,0.0,1,1,5259.82
8.615,0,0.116152226,6,94.1436,1,1987,2.0,2,1,1512.6976
6.765,1,0.087260103,5,105.0306,6,1997,0.0,0,1,2090.612
10.3,1,0.0111263,13,87.254,6,1997,0.0,0,1,1211.756
13.15,1,0.038167453,13,89.4856,2,2007,,1,1,1230.3984
8.84,1,0.076547632,5,109.5228,4,2004,0.0,1,1,1657.842
8.26,1,0.0,14,122.573,5,2002,,1,1,739.038
20.1,0,0.074931201,4,108.9228,3,2009,1.0,2,2,1105.228
9.695,0,0.0,6,185.1898,4,2004,0.0,1,1,2619.2572
18.85,0,0.16758389,9,194.6136,6,1997,0.0,0,1,2721.7904
18.25,0,0.054318517,13,140.9154,7,1999,1.0,0,1,6381.693
5.32,0,0.0,8,101.7674,1,1987,2.0,2,1,1120.5414
8.115,1,0.032152786,3,157.3972,4,2004,0.0,1,1,1869.5664
15.1,0,0.055840055,9,139.8496,6,1997,0.0,0,1,1411.496
8.42,0,0.070968081,9,215.9192,2,2007,,1,1,1941.4728
9.0,0,0.081996013,5,216.2534,4,2004,0.0,1,1,4301.068
8.18,1,0.082737261,5,57.3588,3,2009,1.0,2,2,343.5528
15.35,0,0.014047825,5,36.719,5,2002,,1,1,585.904
20.6,1,0.045982389,13,177.0344,1,1987,2.0,2,1,535.3032
9.3,0,0.042256257,7,124.4388,1,1987,2.0,2,1,1609.9044
19.6,0,0.0,8,42.877,7,1999,1.0,0,1,649.155
11.3,0,0.056424146,0,247.8118,4,2004,0.0,1,1,2223.1062
15.3,1,0.084749164,3,215.5218,4,2004,0.0,1,1,4060.7142
8.235,0,0.014541462,8,184.495,2,2007,,1,1,3844.995
15.2,0,0.091763303,13,228.5352,6,1997,0.0,0,1,1832.2816
9.0,0,0.039004193,14,37.019,5,2002,,1,1,659.142
9.0,1,0.05060313,3,150.9024,5,2002,,1,1,4402.2696
15.35,1,0.113195815,6,190.8504,4,2004,0.0,1,1,3643.2576
20.1,1,0.054584207,6,193.382,4,2004,0.0,1,1,4247.804
10.3,1,0.018623146,13,87.854,0,1998,,2,0,259.662
12.35,0,0.093278912,13,118.7124,4,2004,0.0,1,1,2607.2728
8.88,0,0.086957199,7,152.5682,5,2002,,1,1,1372.2138
15.85,0,0.13689554,1,176.437,0,1998,,2,0,529.311
14.1,0,0.090043082,3,140.1496,3,2009,1.0,2,2,846.8976
20.25,0,0.014251461,9,148.6418,5,2002,,1,1,2648.5524
16.5,0,0.035711426,8,93.612,7,1999,1.0,0,1,1584.604
13.6,1,0.043655155,6,156.7946,6,1997,0.0,0,1,3629.2758
20.35,0,0.090480214,13,119.5466,0,1998,,2,0,117.8466
7.275,0,0.027942357,13,145.076,4,2004,0.0,1,1,1611.236
19.7,0,0.041730507,5,109.2912,4,2004,0.0,1,1,2402.2064
14.15,0,0.008829806,9,196.811,3,2009,1.0,2,2,4517.453
19.0,0,0.067722325,13,130.8626,3,2009,1.0,2,2,1573.9512
20.5,0,0.0,9,37.119,3,2009,1.0,2,2,842.237
6.96,0,0.077193561,14,89.9146,6,1997,0.0,0,1,1277.0044
15.35,0,0.013869039,5,62.5168,3,2009,1.0,2,2,447.4176
17.1,0,0.067290244,9,114.586,5,2002,,1,1,1584.604
10.195,1,0.146960375,5,142.2838,5,2002,,1,1,1685.8056
5.78,0,0.096536082,1,162.8552,7,1999,1.0,0,1,3574.0144
6.385,0,0.084008316,7,108.2596,5,2002,,1,1,1186.4556
9.3,0,0.01601936,4,248.5092,4,2004,0.0,1,1,6474.2392
13.65,1,0.13187274,4,188.024,0,1998,,2,0,745.696
9.195,0,0.114863923,5,59.0246,4,2004,0.0,1,1,1853.5872
9.17,0,0.103138922,0,141.747,7,1999,1.0,0,1,3006.087
12.6,0,0.056191301,12,53.2982,5,2002,,1,1,736.3748
14.85,0,0.01867669,3,188.7214,2,2007,,1,1,3956.8494
19.35,1,0.021578923,6,120.5098,2,2007,,1,1,1807.647
18.7,0,0.0,14,52.2324,4,2004,0.0,1,1,467.3916
5.46,1,0.032242661,3,187.624,5,2002,,1,1,3542.056
8.785,0,0.025962714,6,120.9414,4,2004,0.0,1,1,1949.4624
12.6,0,0.096407554,13,210.8612,5,2002,,1,1,3344.9792
8.76,0,0.050256604,8,127.3336,3,2009,1.0,2,2,2684.5056
12.3,1,0.058234621,13,58.7562,5,2002,,1,1,592.562
19.6,0,0.023931217,9,103.1964,1,1987,2.0,2,1,736.3748
8.155,1,0.033692089,5,76.2354,3,2009,1.0,2,2,1279.0018
7.97,0,0.034647829,14,171.2422,2,2007,,1,1,3103.9596
18.85,0,0.142219209,3,167.6132,3,2009,1.0,2,2,1522.0188
11.1,0,0.11089655,6,191.5846,5,2002,,1,1,2101.9306
9.6,0,0.006708517,9,164.6184,7,1999,1.0,0,1,2972.1312
9.27,0,0.103419257,4,148.105,0,1998,,2,0,149.805
13.35,0,0.032180494,10,61.2194,6,1997,0.0,0,1,433.4358
11.3,1,0.066717378,5,260.8962,4,2004,0.0,1,1,4920.9278
19.0,0,0.128814669,13,107.6622,2,2007,,1,1,1164.4842
12.3,0,0.111500259,0,35.6874,5,2002,,1,1,846.8976
6.425,0,0.010497273,3,118.3808,2,2007,,1,1,2812.3392
11.5,1,0.020653603,4,84.954,3,2009,1.0,2,2,865.54
5.19,0,0.042687151,5,195.911,7,1999,1.0,0,1,2946.165
12.15,0,0.021705417,1,163.5184,1,1987,2.0,2,1,3137.2496
15.25,0,0.026651184,13,86.6198,7,1999,1.0,0,1,1657.1762
11.8,1,0.106968096,4,221.6772,1,1987,2.0,2,1,3113.2808
15.7,1,0.030686952,13,253.4724,5,2002,,1,1,1510.0344
16.75,1,0.008191729,3,103.5674,6,1997,0.0,0,1,1629.8784
10.8,1,0.048218142,0,42.2138,7,1999,1.0,0,1,690.4346
11.8,1,0.107036943,4,220.3772,4,2004,0.0,1,1,4447.544
7.81,1,0.034043503,13,168.7158,7,1999,1.0,0,1,2673.8528
11.1,1,0.036027524,5,177.2712,6,1997,0.0,0,1,3339.6528
12.85,0,0.0,5,38.3164,4,2004,0.0,1,1,502.0132
10.5,1,0.02498633,6,216.7508,4,2004,0.0,1,1,3038.7112
6.135,0,0.115032406,14,161.0236,6,1997,0.0,0,1,1288.9888
9.3,0,0.016087659,4,249.6092,3,2009,1.0,2,2,5976.2208
16.6,0,0.0,5,54.6614,2,2007,,1,1,884.1824
8.51,0,0.051936086,9,142.947,4,2004,0.0,1,1,3006.087
8.645,0,0.1442339,8,95.441,2,2007,,1,1,3282.394
8.6,1,0.05443912,1,128.831,1,1987,2.0,2,1,1038.648
14.5,0,0.089778187,8,158.4604,6,1997,0.0,0,1,2693.8268
6.65,0,0.053372768,3,149.5734,7,1999,1.0,0,1,2524.0478
20.1,1,0.022406575,6,225.9036,1,1987,2.0,2,1,3643.2576
15.25,1,0.065896556,13,179.266,6,1997,0.0,0,1,1438.128
17.7,0,0.088305201,4,182.3292,2,2007,,1,1,4195.8716
7.075,0,0.022566975,5,97.3068,6,1997,0.0,0,1,1263.6884
11.5,0,0.0,6,129.3652,1,1987,2.0,2,1,2066.6432
5.82,1,0.077756427,6,254.533,2,2007,,1,1,1281.665
8.785,0,0.020609218,14,155.1656,7,1999,1.0,0,1,4016.1056
5.465,1,0.0,0,129.1626,6,1997,0.0,0,1,3672.5528
15.7,1,0.030624844,13,252.2724,6,1997,0.0,0,1,1258.362
7.39,0,0.092705683,9,251.9066,1,1987,2.0,2,1,4267.1122
6.8,0,0.03748996,0,48.6034,4,2004,0.0,1,1,291.6204
11.5,0,0.046115083,13,120.2124,4,2004,0.0,1,1,1540.6612
17.6,1,0.053170949,15,45.606,4,2004,0.0,1,1,1724.422
7.75,1,0.082915017,5,34.9558,4,2004,0.0,1,1,645.1602
18.6,0,0.076975118,13,161.8236,7,1999,1.0,0,1,1611.236
5.73,0,0.045371855,14,86.0882,6,1997,0.0,0,1,1116.5466
12.15,0,0.028642712,9,149.0708,7,1999,1.0,0,1,1203.7664
5.44,1,0.017047751,0,174.637,1,1987,2.0,2,1,2999.429
17.7,1,0.042562588,5,165.021,5,2002,,1,1,3425.541
12.1,0,0.016812745,7,180.666,1,1987,2.0,2,1,4134.618
8.355,0,0.0,3,145.6418,1,1987,2.0,2,1,3384.2614
6.26,1,0.016516867,10,151.1366,0,1998,,2,0,453.4098
15.75,0,0.134960397,9,101.37,1,1987,2.0,2,1,2097.27
5.905,0,0.045614252,3,221.5456,1,1987,2.0,2,1,6852.4136
16.0,0,0.099136036,9,210.3902,6,1997,0.0,0,1,1486.7314
20.25,0,0.014222617,9,148.9418,6,1997,0.0,0,1,3531.4032
5.175,0,0.037457098,3,83.4224,7,1999,1.0,0,1,1448.7808
9.0,0,0.079279489,3,77.2644,1,1987,2.0,2,1,1335.5948
15.6,1,0.045835395,13,168.2132,7,1999,1.0,0,1,2367.5848
5.175,1,0.029616108,13,107.7622,3,2009,1.0,2,2,2011.3818
18.7,0,0.0576269,4,83.3566,7,1999,1.0,0,1,1860.2452
17.6,0,0.015687045,9,182.6976,6,1997,0.0,0,1,3440.8544
18.2,0,0.162960415,8,43.5086,1,1987,2.0,2,1,1070.6064
13.15,0,0.024651269,9,179.5686,6,1997,0.0,0,1,1422.1488
8.6,1,0.091195818,1,130.231,0,1998,,2,0,129.831
20.35,0,0.089608321,4,262.1594,7,1999,1.0,0,1,3139.9128
7.39,0,0.067766896,8,140.6812,4,2004,0.0,1,1,3704.5112
19.6,0,0.041355366,9,88.7514,7,1999,1.0,0,1,2656.542
16.25,0,0.145913308,4,95.441,0,1998,,2,0,193.082
6.28,0,0.027748176,14,86.5198,7,1999,1.0,0,1,1395.5168
9.395,0,0.159201868,14,226.072,1,1987,2.0,2,1,3621.952
7.72,0,0.052274691,6,79.1986,2,2007,,1,1,778.986
12.65,0,0.042175992,9,106.4938,1,1987,2.0,2,1,2465.4574
16.75,0,0.0,1,88.7856,5,2002,,1,1,966.7416
15.5,1,0.026280116,6,102.3332,1,1987,2.0,2,1,922.7988
8.88,0,0.086916126,7,153.3682,7,1999,1.0,0,1,1219.7456
18.25,0,0.075347426,13,126.3046,5,2002,,1,1,747.0276
8.935,0,0.040410039,5,52.9298,2,2007,,1,1,539.298
16.0,0,0.09911729,9,210.7902,4,2004,0.0,1,1,4460.1942
19.7,0,0.053439522,6,55.093,3,2009,1.0,2,2,1018.674
20.6,0,0.023448504,6,93.9778,4,2004,0.0,1,1,2816.334
19.25,0,0.108030434,9,32.4558,6,1997,0.0,0,1,101.8674
14.15,1,0.024404558,6,198.311,6,1997,0.0,0,1,2553.343
6.63,1,0.010961483,13,58.2588,5,2002,,1,1,343.5528
11.8,1,0.026358005,3,39.6138,6,1997,0.0,0,1,365.5242
12.85,0,0.137227848,13,155.563,6,1997,0.0,0,1,4224.501
11.6,1,0.144832027,4,239.8222,2,2007,,1,1,4063.3774
12.15,1,0.058756205,6,161.0552,2,2007,,1,1,3411.5592
4.635,0,0.141108156,1,128.2994,7,1999,1.0,0,1,2698.4874
19.6,0,0.024325592,4,48.5718,3,2009,1.0,2,2,425.4462
20.2,1,0.121500143,13,95.0752,5,2002,,1,1,2588.6304
9.395,1,0.109096371,14,44.6112,6,1997,0.0,0,1,511.3344
11.395,1,0.069574013,10,232.8616,4,2004,0.0,1,1,2812.3392
19.5,1,0.027458099,3,158.792,3,2009,1.0,2,2,2556.672
18.35,1,0.092226754,5,184.4266,6,1997,0.0,0,1,3504.1054
5.365,1,0.234733477,12,173.4764,0,1998,,2,0,171.7764
11.8,1,0.014144442,5,180.4344,3,2009,1.0,2,2,535.3032
11.3,0,0.056754036,0,247.5118,2,2007,,1,1,2470.118
19.6,0,0.023999722,9,104.0964,5,2002,,1,1,525.982
14.0,0,0.041355366,15,182.0634,7,1999,1.0,0,1,4544.085
19.7,0,0.024655594,14,84.3592,6,1997,0.0,0,1,743.0328
12.5,0,0.081134826,10,220.0798,6,1997,0.0,0,1,4848.3556
12.3,0,0.052608525,9,191.253,5,2002,,1,1,2656.542
7.435,0,0.084452363,15,165.2158,6,1997,0.0,0,1,2840.9686
6.48,0,0.033899898,13,146.9076,6,1997,0.0,0,1,2956.152
17.6,0,0.058042926,10,154.6314,1,1987,2.0,2,1,1861.5768
8.155,0,0.119692888,10,188.453,5,2002,,1,1,4364.319
16.1,0,0.0343603,6,253.4356,7,1999,1.0,0,1,2797.6916
15.5,1,0.100922503,6,199.0768,7,1999,1.0,0,1,2759.0752
4.785,0,0.092576144,1,121.0098,4,2004,0.0,1,1,2530.7058
14.6,0,0.025742955,9,197.1084,7,1999,1.0,0,1,4761.8016
6.445,0,0.029812714,0,95.4436,3,2009,1.0,2,2,1229.0668
4.88,1,0.133382115,0,55.0298,1,1987,2.0,2,1,647.1576
8.1,1,0.0,3,88.5198,1,1987,2.0,2,1,261.6594
8.395,0,0.039484739,13,97.9042,4,2004,0.0,1,1,1686.4714
10.0,0,0.021425341,9,250.175,6,1997,0.0,0,1,2996.1
12.35,1,0.185704641,0,77.1328,1,1987,2.0,2,1,2239.7512
11.3,0,0.066668724,9,192.4478,4,2004,0.0,1,1,2712.4692
19.5,1,0.030688557,3,85.754,4,2004,0.0,1,1,2163.85
19.7,0,0.041803291,5,110.3912,7,1999,1.0,0,1,3275.736
7.75,1,0.082861686,5,32.6558,1,1987,2.0,2,1,679.116
15.1,0,0.076385385,0,88.483,3,2009,1.0,2,2,988.713
11.1,0,0.033102681,9,116.6124,4,2004,0.0,1,1,1540.6612
7.075,0,0.058676973,4,142.0128,2,2007,,1,1,2588.6304
7.97,0,0.021531416,12,108.4596,4,2004,0.0,1,1,3020.0688
12.15,0,0.028592842,9,151.0708,4,2004,0.0,1,1,2858.9452
14.1,0,0.067148407,13,200.4084,3,2009,1.0,2,2,3968.168
11.1,1,0.060302689,5,175.8712,0,1998,,2,0,175.7712
7.42,1,0.036109859,12,186.5582,0,1998,,2,0,185.7582
16.35,0,0.020579897,6,52.1324,7,1999,1.0,0,1,934.7832
19.1,1,0.025912378,6,146.8418,7,1999,1.0,0,1,1765.7016
5.19,1,0.044432887,10,102.899,3,2009,1.0,2,2,1651.184
11.8,0,0.115346634,14,200.2084,7,1999,1.0,0,1,4563.3932
11.35,1,0.063226306,4,87.9856,6,1997,0.0,0,1,1494.0552
15.2,0,0.03366718,9,109.6912,5,2002,,1,1,1419.4856
11.5,0,0.173867958,6,128.8652,5,2002,,1,1,1291.652
20.25,1,0.022936488,0,240.8538,4,2004,0.0,1,1,7931.6754
10.1,0,0.054585372,8,196.5084,1,1987,2.0,2,1,595.2252
13.1,0,0.020913071,4,120.1782,5,2002,,1,1,2026.0294
12.0,0,0.104230135,8,259.5278,6,1997,0.0,0,1,2603.278
19.0,0,0.111923422,5,106.5622,6,1997,0.0,0,1,2117.244
19.7,0,0.024756031,14,83.8592,3,2009,1.0,2,2,247.6776
18.6,0,0.012679226,9,120.9414,5,2002,,1,1,2680.5108
11.5,0,0.173483253,6,129.0652,4,2004,0.0,1,1,3487.4604
16.75,0,0.045138797,13,187.9556,5,2002,,1,1,2816.334
18.85,0,0.04282359,3,254.433,3,2009,1.0,2,2,2050.664
6.135,0,0.115010655,14,161.5236,4,2004,0.0,1,1,1288.9888
20.7,0,0.169776346,3,184.4266,4,2004,0.0,1,1,3688.532
17.6,0,0.041608488,14,165.4526,4,2004,0.0,1,1,1644.526
16.0,0,0.072608647,9,228.3668,1,1987,2.0,2,1,5298.4364
8.92,0,0.130191993,9,176.837,5,2002,,1,1,2117.244
17.75,0,0.111931193,11,108.8912,2,2007,,1,1,327.5736
15.6,0,0.116913245,5,78.167,6,1997,0.0,0,1,1837.608
17.75,1,0.063416566,0,154.6656,0,1998,,2,0,308.9312
5.73,0,0.075943184,14,85.5882,0,1998,,2,0,171.7764
5.73,0,0.05190652,14,188.1898,5,2002,,1,1,1496.7184
9.3,0,0.175060504,13,106.7964,3,2009,1.0,2,2,525.982
20.2,0,0.099893424,9,187.6898,4,2004,0.0,1,1,3928.8858
12.15,0,0.0,15,119.244,4,2004,0.0,1,1,2636.568
21.35,0,0.068765205,3,260.4278,1,1987,2.0,2,1,3644.5892
20.2,1,0.096906831,10,175.5028,3,2009,1.0,2,2,6729.9064
6.57,0,0.096862255,9,193.982,4,2004,0.0,1,1,2316.984
19.35,1,0.062528426,0,166.9184,6,1997,0.0,0,1,3302.368
8.6,0,0.032621545,8,143.2154,6,1997,0.0,0,1,2127.231
8.51,0,0.05190268,9,142.247,1,1987,2.0,2,1,2862.94
7.5,0,0.054610829,5,237.1906,0,1998,,2,0,237.6906
14.3,0,0.127517605,5,86.0224,4,2004,0.0,1,1,1022.6688
15.0,0,0.064271703,7,45.506,5,2002,,1,1,466.06
14.3,0,0.13030659,0,75.7328,1,1987,2.0,2,1,617.8624
10.195,0,0.187841082,7,112.486,0,1998,,2,0,113.186
6.825,1,0.046625941,3,154.9998,4,2004,0.0,1,1,3075.996
12.65,0,0.035410748,0,231.401,6,1997,0.0,0,1,2067.309
11.15,0,0.032250092,8,164.0526,4,2004,0.0,1,1,4769.1254
19.1,0,0.045378573,4,42.4138,7,1999,1.0,0,1,243.6828
18.85,0,0.0926587,0,131.4284,0,1998,,2,0,263.6568
19.6,0,0.024222321,4,45.5718,4,2004,0.0,1,1,945.436
15.1,0,0.055518167,6,217.3166,2,2007,,1,1,1306.2996
6.425,0,0.093983518,6,175.5712,2,2007,,1,1,1230.3984
8.88,0,0.098822387,9,209.627,5,2002,,1,1,1887.543
12.3,0,0.009410528,0,73.738,6,1997,0.0,0,1,1318.284
12.85,0,0.169139066,5,46.406,3,2009,1.0,2,2,186.424
11.35,1,0.043122189,6,197.9742,1,1987,2.0,2,1,995.371
19.0,1,0.10361083,6,228.372,7,1999,1.0,0,1,905.488
10.195,1,0.044974051,6,115.5808,4,2004,0.0,1,1,1874.8928
8.27,0,0.018920019,8,238.088,2,2007,,1,1,6231.888
14.85,1,0.054142088,0,124.1072,2,2007,,1,1,1837.608
18.0,0,0.124645538,5,117.2124,7,1999,1.0,0,1,2133.2232
7.1,0,0.110459828,6,172.108,3,2009,1.0,2,2,2250.404
8.355,0,0.013957308,0,94.0462,5,2002,,1,1,1480.7392
9.8,1,0.056386541,1,84.6908,6,1997,0.0,0,1,503.3448
18.2,1,0.012273747,6,60.0904,2,2007,,1,1,1113.2176
14.65,0,0.083359391,9,161.9552,6,1997,0.0,0,1,4711.2008
9.695,1,0.128805815,0,224.0404,3,2009,1.0,2,2,5851.0504
13.85,1,0.056637129,2,233.83,2,2007,,1,1,2796.36
7.75,1,0.083059634,5,35.7558,7,1999,1.0,0,1,611.2044
11.8,1,0.014115626,5,178.5344,5,2002,,1,1,3390.2536
12.3,0,0.076866235,9,247.146,3,2009,1.0,2,2,492.692
16.0,1,0.099188598,5,88.9856,1,1987,2.0,2,1,1669.8264
11.5,0,0.021010687,8,131.3942,7,1999,1.0,0,1,927.4594
7.36,0,0.052607932,5,56.3588,2,2007,,1,1,744.3644
7.64,1,0.070645636,13,91.212,1,1987,2.0,2,1,466.06
17.75,0,0.014568036,6,158.1262,1,1987,2.0,2,1,4137.2812
17.75,0,0.073524776,12,34.8216,7,1999,1.0,0,1,207.7296
7.27,0,0.046559448,8,100.5384,6,1997,0.0,0,1,2463.46
7.67,0,0.309390255,9,33.2216,0,1998,,2,0,138.4864
20.2,1,0.039247736,2,157.663,6,1997,0.0,0,1,1095.241
16.0,0,0.040945898,13,143.1496,6,1997,0.0,0,1,2258.3936
9.5,0,0.031331581,6,111.1228,7,1999,1.0,0,1,663.1368
19.1,0,0.096929994,6,233.8958,5,2002,,1,1,2103.2622
15.0,1,0.026840766,0,219.8456,6,1997,0.0,0,1,4863.0032
7.035,0,0.0,5,262.691,1,1987,2.0,2,1,6048.793
19.75,0,0.041429246,6,117.2466,7,1999,1.0,0,1,2239.0854
11.8,1,0.025978802,10,102.5674,5,2002,,1,1,1629.8784
19.1,0,0.045492697,4,40.3138,3,2009,1.0,2,2,527.9794
13.6,1,0.043618827,6,156.7946,1,1987,2.0,2,1,2840.3028
5.34,1,0.005963881,13,99.5358,6,1997,0.0,0,1,1407.5012
18.2,0,0.08982696,6,197.111,1,1987,2.0,2,1,589.233
12.15,0,0.079431643,8,38.6506,6,1997,0.0,0,1,796.9626
14.35,0,0.017135155,8,109.8228,2,2007,,1,1,1657.842
17.35,0,0.056005781,0,99.2016,7,1999,1.0,0,1,1518.024
10.695,1,0.145253944,13,156.8972,0,1998,,2,0,467.3916
7.22,1,0.0383808,0,62.351,7,1999,1.0,0,1,885.514
19.1,0,0.03856376,6,209.2586,6,1997,0.0,0,1,3165.879
8.26,1,0.032625074,14,124.673,2,2007,,1,1,1847.595
14.0,1,0.037491314,5,164.2526,1,1987,2.0,2,1,1808.9786
6.615,1,0.09234651,3,251.8408,3,2009,1.0,2,2,4506.1344
14.15,0,0.183879453,14,82.9276,5,2002,,1,1,1705.7796
11.8,1,0.107274301,4,221.1772,5,2002,,1,1,3113.2808
19.2,0,0.100640587,5,112.6886,2,2007,,1,1,1779.0176
18.85,0,0.036111038,10,58.1562,5,2002,,1,1,1185.124
17.0,1,0.140090284,3,265.1884,3,2009,1.0,2,2,6359.7216
12.5,0,0.031225303,6,102.899,2,2007,,1,1,2167.179
8.6,1,0.040369315,3,189.753,3,2009,1.0,2,2,2846.295
9.3,0,0.043777415,7,192.9846,4,2004,0.0,1,1,6114.7072
7.27,0,0.046631836,8,98.4384,7,1999,1.0,0,1,1576.6144
11.8,1,0.076839735,13,34.9558,7,1999,1.0,0,1,373.5138
16.35,0,0.0,6,198.5426,6,1997,0.0,0,1,1384.1982
20.0,0,0.034369528,0,43.7086,6,1997,0.0,0,1,892.172
5.82,0,0.0,9,169.379,1,1987,2.0,2,1,2376.906
18.75,0,0.01035692,9,208.3954,1,1987,2.0,2,1,2709.1402
9.5,1,0.104488444,3,77.896,4,2004,0.0,1,1,1997.4
10.5,0,0.027271252,9,171.6106,4,2004,0.0,1,1,2566.659
20.5,0,0.036346224,5,72.9696,4,2004,0.0,1,1,596.5568
12.3,1,0.064984487,15,92.5804,2,2007,,1,1,2297.01
13.1,1,0.044372393,6,180.3318,3,2009,1.0,2,2,2886.9088
11.395,0,0.009934335,8,47.2034,2,2007,,1,1,340.2238
8.93,0,0.013253936,9,56.4614,2,2007,,1,1,828.921
18.2,0,0.089884775,6,195.111,4,2004,0.0,1,1,3731.809
19.7,0,0.053178425,6,55.993,1,1987,2.0,2,1,905.488
14.1,0,0.089660816,3,140.0496,4,2004,0.0,1,1,1411.496
7.67,0,0.185889129,9,35.4216,2,2007,,1,1,173.108
14.15,1,0.024503972,6,195.111,3,2009,1.0,2,2,982.055
11.6,1,0.143990173,4,239.6222,4,2004,0.0,1,1,2390.222
18.85,0,0.042891098,3,257.633,2,2007,,1,1,5382.993
15.6,1,0.046023105,13,169.2132,2,2007,,1,1,2536.698
6.385,0,0.084179812,7,109.0596,3,2009,1.0,2,2,1941.4728
16.1,1,0.025050746,6,97.141,3,2009,1.0,2,2,1448.115
9.0,0,0.065515067,13,178.137,3,2009,1.0,2,2,1058.622
6.635,0,0.027222517,9,174.0396,2,2007,,1,1,2093.2752
20.75,0,0.021232318,14,151.1024,1,1987,2.0,2,1,2428.8384
6.63,1,0.104183308,0,166.15,7,1999,1.0,0,1,3828.35
8.42,0,0.070856383,9,217.4192,3,2009,1.0,2,2,431.4384
5.15,1,0.061272194,10,125.6388,7,1999,1.0,0,1,1733.7432
15.1,0,0.052329172,10,243.1512,4,2004,0.0,1,1,4604.6728
15.35,1,0.055103174,10,149.7734,4,2004,0.0,1,1,2820.9946
12.85,0,0.033271818,6,196.5768,7,1999,1.0,0,1,5715.2272
7.475,0,0.075713578,9,156.4656,4,2004,0.0,1,1,2471.4496
8.27,0,0.01889024,8,238.188,3,2009,1.0,2,2,3835.008
12.85,1,0.152364317,6,254.0382,7,1999,1.0,0,1,1261.691
8.365,1,0.039811272,6,191.3188,1,1987,2.0,2,1,2285.0256
8.985,0,0.183774965,6,101.77,5,2002,,1,1,798.96
19.6,0,0.041283361,9,87.0514,4,2004,0.0,1,1,2125.2336
16.1,0,0.057422821,6,253.7356,0,1998,,2,0,508.6712
20.2,0,0.011820087,9,151.634,6,1997,0.0,0,1,1990.742
10.3,1,0.024891881,0,170.9422,4,2004,0.0,1,1,3103.9596
10.8,0,0.138171603,4,191.4504,0,1998,,2,0,575.2512
16.75,1,0.041599644,14,40.9822,0,1998,,2,0,157.1288
18.2,0,0.161740582,6,38.419,7,1999,1.0,0,1,805.618
9.395,1,0.100966837,0,86.8856,2,2007,,1,1,2548.6824
5.46,1,0.032308482,3,185.224,3,2009,1.0,2,2,2423.512
12.65,0,0.063246037,14,159.2578,2,2007,,1,1,2406.867
16.5,1,0.079713576,6,101.3332,6,1997,0.0,0,1,1537.998
17.35,0,0.014679558,5,73.6038,1,1987,2.0,2,1,739.038
5.88,1,0.030247903,5,101.399,6,1997,0.0,0,1,2063.98
12.1,0,0.030297819,3,74.767,2,2007,,1,1,1454.773
7.93,0,0.07113587,8,42.7086,6,1997,0.0,0,1,356.8688
8.43,0,0.017322454,14,196.8768,4,2004,0.0,1,1,3350.3056
14.15,0,0.0,9,197.111,7,1999,1.0,0,1,3731.809
15.1,1,0.160852421,10,131.3942,0,1998,,2,0,397.4826
17.75,0,0.03048292,4,257.2672,7,1999,1.0,0,1,3068.0064
12.85,0,0.033314389,13,171.6422,3,2009,1.0,2,2,3276.4018
10.5,1,0.044139551,0,143.9128,0,1998,,2,0,143.8128
12.35,0,0.099674817,6,112.2518,1,1987,2.0,2,1,1366.2216
7.84,1,0.153806271,3,51.335,5,2002,,1,1,1198.44
6.76,1,0.028958563,6,78.396,1,1987,2.0,2,1,1757.712
9.895,0,0.168780385,14,236.8564,2,2007,,1,1,4767.128
8.315,1,0.035627489,0,146.6444,7,1999,1.0,0,1,870.8664
17.5,0,0.052657753,13,103.699,3,2009,1.0,2,2,1031.99
11.6,1,0.009754896,13,223.0404,1,1987,2.0,2,1,2025.3636
7.285,0,0.031151633,9,173.2054,6,1997,0.0,0,1,4902.9512
20.6,0,0.118827682,9,75.0696,0,1998,,2,0,149.1392
16.1,0,0.034501016,6,255.7356,2,2007,,1,1,2543.356
11.0,0,0.038109194,8,40.948,2,2007,,1,1,479.376
17.7,0,0.087791917,4,180.6292,4,2004,0.0,1,1,3101.2964
17.35,1,0.062839798,0,90.883,4,2004,0.0,1,1,1707.777
18.2,0,0.090267996,6,194.711,3,2009,1.0,2,2,4910.275
7.825,1,0.150248468,5,155.2288,7,1999,1.0,0,1,1257.0304
19.35,1,0.082394321,0,48.5034,7,1999,1.0,0,1,243.017
8.895,0,0.026451028,5,210.3954,3,2009,1.0,2,2,5001.4896
7.475,0,0.01319424,9,217.4192,2,2007,,1,1,4314.384
10.5,0,0.071257912,5,121.3098,6,1997,0.0,0,1,843.5686
12.3,0,0.036908933,13,115.9834,1,1987,2.0,2,1,2073.3012
